id,price,room_type,minimum_nights,,,,,,,,,
53358814,92,Private room,1,,,,,,,,,
53362682,120,Entire home/apt,2,,,,,,,,,
53465687,170,Entire home/apt,2,,,,,,,,,
53363052,84,Entire home/apt,3,,,,,,,,,
53473670,122,Entire home/apt,1,,,,,,,,,
53363134,417,Entire home/apt,1,,,,,,,,,
53363555,258,Entire home/apt,2,,,,,,,,,
53474274,163,Entire home/apt,1,,,,,,,,,
53371373,235,Entire home/apt,2,,,,,,,,,
53481134,89,Private room,1,,,,,,,,,
53382421,155,Entire home/apt,1,,,,,,,,,
53484051,169,Entire home/apt,1,,,,,,,,,
53484133,215,Entire home/apt,3,,,,,,,,,
53383770,325,Entire home/apt,2,,,,,,,,,
53487433,300,Entire home/apt,14,,,,,,,,,
53387188,144,Entire home/apt,2,,,,,,,,,
53488506,245,Entire home/apt,31,,,,,,,,,
53488565,140,Entire home/apt,31,,,,,,,,,
53488641,281,Entire home/apt,31,,,,,,,,,
53488659,251,Entire home/apt,31,,,,,,,,,
53395722,128,Entire home/apt,1,,,,,,,,,
53507513,148,Entire home/apt,31,,,,,,,,,
53507580,236,Entire home/apt,31,,,,,,,,,
53507662,133,Entire home/apt,31,,,,,,,,,
53507807,146,Entire home/apt,31,,,,,,,,,
53396648,123,Entire home/apt,1,,,,,,,,,
53515507,262,Entire home/apt,3,,,,,,,,,
53397069,406,Entire home/apt,1,,,,,,,,,
53516336,73,Entire home/apt,7,,,,,,,,,
53398773,200,Entire home/apt,1,,,,,,,,,
53526366,240,Entire home/apt,1,,,,,,,,,
53402998,257,Entire home/apt,30,,,,,,,,,
53542391,60,Private room,30,,,,,,,,,
53420360,199,Entire home/apt,3,,,,,,,,,
53545190,404,Entire home/apt,4,,,,,,,,,
53549073,125,Entire home/apt,30,,,,,,,,,
53430532,138,Entire home/apt,1,,,,,,,,,
53432514,266,Entire home/apt,30,,,,,,,,,
53558257,118,Entire home/apt,2,,,,,,,,,
53559731,238,Entire home/apt,30,,,,,,,,,
53559879,94,Private room,1,,,,,,,,,
53433202,119,Entire home/apt,1,,,,,,,,,
53576187,104,Entire home/apt,30,,,,,,,,,
53583823,272,Entire home/apt,1,,,,,,,,,
53434767,126,Entire home/apt,1,,,,,,,,,
53584404,158,Entire home/apt,2,,,,,,,,,
53435141,70,Entire home/apt,30,,,,,,,,,
53585195,90,Private room,1,,,,,,,,,
53436846,336,Entire home/apt,2,,,,,,,,,
53586172,125,Entire home/apt,30,,,,,,,,,
53592911,493,Entire home/apt,1,,,,,,,,,
53449076,84,Private room,1,,,,,,,,,
53594378,100,Entire home/apt,2,,,,,,,,,
53451135,216,Entire home/apt,2,,,,,,,,,
53594664,263,Entire home/apt,2,,,,,,,,,
53594720,200,Entire home/apt,3,,,,,,,,,
53462396,129,Entire home/apt,3,,,,,,,,,
53596025,126,Entire home/apt,1,,,,,,,,,
53611851,44,Shared room,1,,,,,,,,,
53463556,108,Private room,1,,,,,,,,,
53464012,93,Entire home/apt,2,,,,,,,,,
53614378,245,Private room,1,,,,,,,,,
53614957,245,Private room,1,,,,,,,,,
53615309,288,Private room,1,,,,,,,,,
53615320,245,Private room,1,,,,,,,,,
53615332,265,Private room,1,,,,,,,,,
53615357,242,Private room,1,,,,,,,,,
53615377,245,Private room,1,,,,,,,,,
53785266,99,Entire home/apt,1,,,,,,,,,
53786724,95,Entire home/apt,4,,,,,,,,,
53793013,195,Entire home/apt,2,,,,,,,,,
53621885,160,Entire home/apt,1,,,,,,,,,
53623289,237,Entire home/apt,2,,,,,,,,,
53795269,228,Entire home/apt,1,,,,,,,,,
53627117,265,Entire home/apt,1,,,,,,,,,
53641190,310,Entire home/apt,2,,,,,,,,,
53798999,220,Entire home/apt,30,,,,,,,,,
53648031,80,Entire home/apt,30,,,,,,,,,
53799101,395,Entire home/apt,3,,,,,,,,,
53650221,38,Private room,30,,,,,,,,,
53653483,568,Entire home/apt,3,,,,,,,,,
53653651,349,Entire home/apt,3,,,,,,,,,
53816253,238,Entire home/apt,1,,,,,,,,,
53816437,135,Entire home/apt,1,,,,,,,,,
53659090,324,Entire home/apt,2,,,,,,,,,
53819403,196,Entire home/apt,1,,,,,,,,,
53662522,246,Entire home/apt,2,,,,,,,,,
53663532,396,Entire home/apt,3,,,,,,,,,
53663673,69,Private room,1,,,,,,,,,
53663685,444,Entire home/apt,3,,,,,,,,,
53825576,169,Entire home/apt,1,,,,,,,,,
53827313,202,Entire home/apt,1,,,,,,,,,
53664476,51,Private room,1,,,,,,,,,
53665085,205,Entire home/apt,2,,,,,,,,,
53828502,135,Entire home/apt,3,,,,,,,,,
53828562,105,Entire home/apt,7,,,,,,,,,
53830637,199,Entire home/apt,3,,,,,,,,,
53671893,246,Entire home/apt,1,,,,,,,,,
53832023,256,Entire home/apt,2,,,,,,,,,
53673580,330,Entire home/apt,2,,,,,,,,,
53674982,121,Entire home/apt,2,,,,,,,,,
53834342,41,Private room,1,,,,,,,,,
53834727,150,Entire home/apt,2,,,,,,,,,
53845475,272,Entire home/apt,1,,,,,,,,,
53846850,266,Entire home/apt,1,,,,,,,,,
53675251,120,Entire home/apt,14,,,,,,,,,
53848913,588,Entire home/apt,2,,,,,,,,,
53675673,136,Entire home/apt,4,,,,,,,,,
53688454,235,Entire home/apt,2,,,,,,,,,
53851843,180,Entire home/apt,2,,,,,,,,,
53852055,169,Entire home/apt,2,,,,,,,,,
53689614,143,Entire home/apt,28,,,,,,,,,
53861765,332,Entire home/apt,2,,,,,,,,,
53867135,89,Private room,1,,,,,,,,,
53876488,250,Entire home/apt,2,,,,,,,,,
53690611,245,Entire home/apt,2,,,,,,,,,
53707413,180,Entire home/apt,3,,,,,,,,,
53878251,159,Entire home/apt,2,,,,,,,,,
53717282,139,Entire home/apt,1,,,,,,,,,
53718010,302,Entire home/apt,2,,,,,,,,,
53718199,420,Entire home/apt,2,,,,,,,,,
53729372,150,Entire home/apt,30,,,,,,,,,
53879124,162,Entire home/apt,3,,,,,,,,,
53735092,240,Entire home/apt,1,,,,,,,,,
53740692,599,Entire home/apt,5,,,,,,,,,
53749431,149,Entire home/apt,31,,,,,,,,,
53749519,206,Entire home/apt,31,,,,,,,,,
53756694,470,Entire home/apt,1,,,,,,,,,
53879356,161,Entire home/apt,1,,,,,,,,,
53759600,354,Entire home/apt,1,,,,,,,,,
53760614,354,Entire home/apt,3,,,,,,,,,
53881175,248,Entire home/apt,1,,,,,,,,,
53893335,94,Private room,1,,,,,,,,,
53770284,359,Entire home/apt,3,,,,,,,,,
53895356,190,Entire home/apt,2,,,,,,,,,
53772257,85,Private room,3,,,,,,,,,
53901135,169,Entire home/apt,30,,,,,,,,,
53904424,248,Entire home/apt,2,,,,,,,,,
54129542,195,Entire home/apt,1,,,,,,,,,
53905330,505,Entire home/apt,3,,,,,,,,,
53907289,98,Entire home/apt,1,,,,,,,,,
54131555,135,Entire home/apt,1,,,,,,,,,
53917635,171,Entire home/apt,31,,,,,,,,,
53919043,301,Entire home/apt,2,,,,,,,,,
53919716,243,Entire home/apt,3,,,,,,,,,
54132278,79,Private room,1,,,,,,,,,
54140410,300,Entire home/apt,1,,,,,,,,,
53920070,247,Entire home/apt,2,,,,,,,,,
54142920,365,Entire home/apt,30,,,,,,,,,
54143037,380,Entire home/apt,30,,,,,,,,,
53923907,141,Entire home/apt,1,,,,,,,,,
54149987,304,Entire home/apt,2,,,,,,,,,
53936938,451,Entire home/apt,30,,,,,,,,,
54151911,155,Entire home/apt,2,,,,,,,,,
53936958,433,Entire home/apt,30,,,,,,,,,
53941212,199,Entire home/apt,2,,,,,,,,,
54161219,99,Entire home/apt,2,,,,,,,,,
54166095,77,Private room,1,,,,,,,,,
54166171,120,Entire home/apt,4,,,,,,,,,
54166543,71,Private room,1,,,,,,,,,
54166731,237,Entire home/apt,1,,,,,,,,,
53944176,104,Entire home/apt,2,,,,,,,,,
53949289,161,Entire home/apt,31,,,,,,,,,
53949365,215,Entire home/apt,31,,,,,,,,,
53949438,178,Entire home/apt,31,,,,,,,,,
53954033,174,Entire home/apt,2,,,,,,,,,
54167854,84,Private room,2,,,,,,,,,
54183990,213,Entire home/apt,3,,,,,,,,,
54186259,290,Entire home/apt,3,,,,,,,,,
54187056,176,Entire home/apt,2,,,,,,,,,
53963890,156,Entire home/apt,31,,,,,,,,,
53963912,286,Entire home/apt,31,,,,,,,,,
53970407,168,Entire home/apt,3,,,,,,,,,
54189915,165,Entire home/apt,31,,,,,,,,,
54194607,149,Entire home/apt,2,,,,,,,,,
54194622,910,Entire home/apt,30,,,,,,,,,
53991600,370,Entire home/apt,2,,,,,,,,,
54195259,243,Entire home/apt,30,,,,,,,,,
54013127,243,Entire home/apt,31,,,,,,,,,
54013196,359,Entire home/apt,31,,,,,,,,,
54016301,334,Private room,30,,,,,,,,,
54016376,79,Entire home/apt,1,,,,,,,,,
54196876,195,Entire home/apt,30,,,,,,,,,
54197697,130,Entire home/apt,2,,,,,,,,,
54199945,236,Entire home/apt,30,,,,,,,,,
54200049,157,Entire home/apt,30,,,,,,,,,
54017072,239,Private room,30,,,,,,,,,
54021817,203,Entire home/apt,3,,,,,,,,,
54201609,332,Entire home/apt,3,,,,,,,,,
54202246,111,Entire home/apt,1,,,,,,,,,
54022980,95,Private room,1,,,,,,,,,
54033463,331,Entire home/apt,1,,,,,,,,,
54209514,159,Entire home/apt,1,,,,,,,,,
54213743,88,Private room,30,,,,,,,,,
54034953,325,Entire home/apt,30,,,,,,,,,
54222105,72,Private room,2,,,,,,,,,
54038699,98,Entire home/apt,5,,,,,,,,,
54039014,69,Entire home/apt,2,,,,,,,,,
54042908,177,Entire home/apt,2,,,,,,,,,
54223052,88,Private room,2,,,,,,,,,
54223279,88,Private room,30,,,,,,,,,
54044862,128,Entire home/apt,31,,,,,,,,,
54050221,197,Entire home/apt,2,,,,,,,,,
54053740,1050,Entire home/apt,5,,,,,,,,,
54230523,260,Entire home/apt,2,,,,,,,,,
54067023,216,Entire home/apt,3,,,,,,,,,
54230610,183,Entire home/apt,2,,,,,,,,,
54068511,220,Entire home/apt,30,,,,,,,,,
54069990,293,Entire home/apt,1,,,,,,,,,
54070059,119,Entire home/apt,2,,,,,,,,,
54238275,149,Entire home/apt,1,,,,,,,,,
54082083,140,Entire home/apt,28,,,,,,,,,
54243138,193,Entire home/apt,30,,,,,,,,,
54243179,165,Entire home/apt,6,,,,,,,,,
54092132,115,Entire home/apt,30,,,,,,,,,
54275259,203,Entire home/apt,1,,,,,,,,,
54282065,99,Entire home/apt,1,,,,,,,,,
54282094,115,Entire home/apt,1,,,,,,,,,
54095235,71,Private room,1,,,,,,,,,
54110802,82,Private room,1,,,,,,,,,
54121098,166,Entire home/apt,4,,,,,,,,,
54290716,214,Entire home/apt,2,,,,,,,,,
54291186,245,Entire home/apt,30,,,,,,,,,
54294970,226,Entire home/apt,3,,,,,,,,,
54121872,603,Entire home/apt,2,,,,,,,,,
54303510,194,Entire home/apt,2,,,,,,,,,
54304058,124,Entire home/apt,30,,,,,,,,,
54305545,140,Entire home/apt,2,,,,,,,,,
54126397,165,Entire home/apt,1,,,,,,,,,
54128002,247,Entire home/apt,2,,,,,,,,,
54305743,136,Private room,1,,,,,,,,,
54308576,35,Shared room,1,,,,,,,,,
54310007,218,Entire home/apt,1,,,,,,,,,
543335185606932000,228,Entire home/apt,31,,,,,,,,,
543599123356325000,40,Private room,30,,,,,,,,,
54314661,120,Entire home/apt,2,,,,,,,,,
54318319,65,Private room,2,,,,,,,,,
543614435041048000,111,Entire home/apt,2,,,,,,,,,
54344240,179,Entire home/apt,2,,,,,,,,,
543708837119908000,1400,Entire home/apt,30,,,,,,,,,
54347038,162,Entire home/apt,30,,,,,,,,,
54371567,124,Entire home/apt,2,,,,,,,,,
54371569,158,Entire home/apt,1,,,,,,,,,
543757023449622000,121,Entire home/apt,1,,,,,,,,,
54378186,123,Entire home/apt,1,,,,,,,,,
54385010,345,Entire home/apt,1,,,,,,,,,
54396923,200,Entire home/apt,3,,,,,,,,,
54396956,200,Entire home/apt,3,,,,,,,,,
543894869442308000,260,Entire home/apt,31,,,,,,,,,
543895242133847000,171,Entire home/apt,31,,,,,,,,,
544073060986134000,154,Entire home/apt,31,,,,,,,,,
544219347103053000,163,Entire home/apt,3,,,,,,,,,
54397152,80,Private room,1,,,,,,,,,
544255455309672000,265,Entire home/apt,2,,,,,,,,,
544274047153517000,396,Entire home/apt,3,,,,,,,,,
54397466,236,Entire home/apt,2,,,,,,,,,
544422745288935000,153,Entire home/apt,2,,,,,,,,,
544576365951203000,233,Entire home/apt,31,,,,,,,,,
503009945764078000,160,Entire home/apt,2,,,,,,,,,
544923475091135000,225,Entire home/apt,30,,,,,,,,,
506507205653885000,120,Entire home/apt,2,,,,,,,,,
544997086040486000,92,Entire home/apt,5,,,,,,,,,
508816789424006000,172,Entire home/apt,1,,,,,,,,,
515245221739337000,225,Entire home/apt,1,,,,,,,,,
545044368535178000,129,Entire home/apt,1,,,,,,,,,
546581489221086000,274,Entire home/apt,2,,,,,,,,,
547144425212789000,46,Private room,2,,,,,,,,,
515390614748916000,315,Entire home/apt,28,,,,,,,,,
519463085128890000,100,Private room,2,,,,,,,,,
521597692065809000,159,Entire home/apt,30,,,,,,,,,
521597880867717000,144,Entire home/apt,30,,,,,,,,,
547232224430485000,396,Entire home/apt,3,,,,,,,,,
538442071325145000,177,Entire home/apt,2,,,,,,,,,
541557583435846000,155,Entire home/apt,2,,,,,,,,,
547238360698282000,184,Entire home/apt,1,,,,,,,,,
547322755791671000,84,Private room,30,,,,,,,,,
547332503051223000,88,Private room,30,,,,,,,,,
547340896478272000,88,Private room,30,,,,,,,,,
547370671823018000,141,Entire home/apt,1,,,,,,,,,
541742334983011000,313,Entire home/apt,2,,,,,,,,,
547792651909567000,201,Entire home/apt,1,,,,,,,,,
541942410509900000,156,Entire home/apt,15,,,,,,,,,
542638097895900000,253,Entire home/apt,31,,,,,,,,,
542645653420285000,155,Entire home/apt,31,,,,,,,,,
542645934247569000,181,Entire home/apt,31,,,,,,,,,
542648174525468000,168,Entire home/apt,31,,,,,,,,,
547932030167366000,282,Entire home/apt,2,,,,,,,,,
542717721765485000,106,Entire home/apt,2,,,,,,,,,
542753821509508000,300,Entire home/apt,2,,,,,,,,,
548496166982312000,240,Entire home/apt,30,,,,,,,,,
548616873109731000,177,Entire home/apt,1,,,,,,,,,
557835560870879000,102,Entire home/apt,2,,,,,,,,,
557842603607000000,202,Entire home/apt,2,,,,,,,,,
557932652392039000,234,Entire home/apt,1,,,,,,,,,
548679172974223000,114,Entire home/apt,30,,,,,,,,,
548834184758507000,208,Entire home/apt,2,,,,,,,,,
557936996016313000,63,Entire home/apt,1,,,,,,,,,
549022832418059000,83,Private room,3,,,,,,,,,
549169672228791000,347,Entire home/apt,2,,,,,,,,,
549202418462697000,65,Private room,2,,,,,,,,,
549322483418912000,332,Entire home/apt,1,,,,,,,,,
549455231947788000,65,Private room,7,,,,,,,,,
557951572418601000,100,Entire home/apt,4,,,,,,,,,
549689901098939000,156,Entire home/apt,3,,,,,,,,,
550063150662036000,265,Entire home/apt,2,,,,,,,,,
557990678062908000,212,Entire home/apt,3,,,,,,,,,
550069425093923000,589,Entire home/apt,2,,,,,,,,,
550077708423931000,230,Entire home/apt,6,,,,,,,,,
550191586339128000,116,Entire home/apt,1,,,,,,,,,
550673658296009000,166,Entire home/apt,1,,,,,,,,,
558017346204972000,124,Entire home/apt,2,,,,,,,,,
558196743372407000,266,Entire home/apt,1,,,,,,,,,
558417085596986000,177,Entire home/apt,31,,,,,,,,,
558417405070681000,164,Entire home/apt,31,,,,,,,,,
558447281762087000,143,Entire home/apt,31,,,,,,,,,
550961350826484000,196,Entire home/apt,1,,,,,,,,,
551396181808421000,222,Entire home/apt,1,,,,,,,,,
558666100416021000,148,Entire home/apt,2,,,,,,,,,
551700467209533000,275,Entire home/apt,3,,,,,,,,,
559332328564007000,158,Entire home/apt,1,,,,,,,,,
551708532686154000,115,Private room,1,,,,,,,,,
552055150503396000,267,Entire home/apt,31,,,,,,,,,
552062700134849000,251,Entire home/apt,31,,,,,,,,,
559346558291111000,146,Entire home/apt,1,,,,,,,,,
552125777400821000,42,Private room,2,,,,,,,,,
559411004706044000,375,Entire home/apt,3,,,,,,,,,
552136095942125000,362,Entire home/apt,2,,,,,,,,,
559557945443272000,246,Entire home/apt,30,,,,,,,,,
559958056213220000,150,Entire home/apt,31,,,,,,,,,
559958436379951000,148,Entire home/apt,31,,,,,,,,,
559960251713647000,385,Entire home/apt,31,,,,,,,,,
559960742268657000,173,Entire home/apt,31,,,,,,,,,
559972827103127000,217,Entire home/apt,31,,,,,,,,,
552273074454381000,42,Private room,2,,,,,,,,,
552392722427839000,176,Entire home/apt,2,,,,,,,,,
552457501547207000,313,Entire home/apt,2,,,,,,,,,
560155386366785000,389,Entire home/apt,2,,,,,,,,,
552899901492678000,50,Entire home/apt,1,,,,,,,,,
560223554619587000,171,Entire home/apt,30,,,,,,,,,
552912697593965000,301,Entire home/apt,2,,,,,,,,,
561008182524853000,120,Private room,1,,,,,,,,,
561169701091522000,103,Entire home/apt,1,,,,,,,,,
552931483276444000,52,Private room,2,,,,,,,,,
552965658197367000,173,Entire home/apt,3,,,,,,,,,
561672882967735000,77,Entire home/apt,30,,,,,,,,,
561750133443379000,468,Entire home/apt,2,,,,,,,,,
553026978385226000,232,Entire home/apt,2,,,,,,,,,
562586791585017000,280,Entire home/apt,1,,,,,,,,,
563199801381700000,1560,Entire home/apt,15,,,,,,,,,
563225569699492000,45,Private room,30,,,,,,,,,
553116529250732000,284,Entire home/apt,2,,,,,,,,,
563358098076240000,185,Entire home/apt,28,,,,,,,,,
563639476596435000,174,Entire home/apt,31,,,,,,,,,
563646526203046000,156,Entire home/apt,31,,,,,,,,,
563651571461447000,171,Entire home/apt,31,,,,,,,,,
563656596668761000,196,Entire home/apt,31,,,,,,,,,
563659114422098000,216,Entire home/apt,31,,,,,,,,,
553270640717343000,201,Entire home/apt,2,,,,,,,,,
563661630417720000,207,Entire home/apt,31,,,,,,,,,
553437173640489000,445,Entire home/apt,1,,,,,,,,,
563723476660133000,440,Entire home/apt,30,,,,,,,,,
553731770348577000,174,Entire home/apt,1,,,,,,,,,
563900016882942000,150,Entire home/apt,30,,,,,,,,,
564148009201758000,1038,Entire home/apt,2,,,,,,,,,
564172495181246000,243,Entire home/apt,31,,,,,,,,,
564173008697861000,180,Entire home/apt,31,,,,,,,,,
553757238669039000,308,Entire home/apt,2,,,,,,,,,
553917969928458000,296,Entire home/apt,2,,,,,,,,,
564366812780446000,281,Entire home/apt,2,,,,,,,,,
554081519145238000,303,Entire home/apt,31,,,,,,,,,
554082001683485000,169,Entire home/apt,31,,,,,,,,,
554086542440748000,154,Entire home/apt,31,,,,,,,,,
564427548887051000,200,Entire home/apt,3,,,,,,,,,
554323745542756000,256,Entire home/apt,2,,,,,,,,,
554382829484671000,382,Entire home/apt,2,,,,,,,,,
554404527383486000,350,Entire home/apt,30,,,,,,,,,
554967689041971000,307,Entire home/apt,30,,,,,,,,,
564552079722844000,457,Entire home/apt,1,,,,,,,,,
555135151581934000,52,Private room,2,,,,,,,,,
555200861319452000,230,Entire home/apt,31,,,,,,,,,
564675449446261000,202,Entire home/apt,2,,,,,,,,,
564904826664676000,243,Entire home/apt,31,,,,,,,,,
555770269092926000,97,Entire home/apt,2,,,,,,,,,
565029731687296000,211,Entire home/apt,3,,,,,,,,,
565143265892693000,256,Entire home/apt,6,,,,,,,,,
556039980345049000,239,Entire home/apt,1,,,,,,,,,
565193812619109000,237,Entire home/apt,1,,,,,,,,,
565326938146192000,336,Entire home/apt,3,,,,,,,,,
565328635059726000,142,Entire home/apt,3,,,,,,,,,
556175729891933000,105,Entire home/apt,1,,,,,,,,,
557172252707467000,235,Entire home/apt,30,,,,,,,,,
565329570437806000,150,Entire home/apt,30,,,,,,,,,
557288539742376000,200,Entire home/apt,2,,,,,,,,,
565866611913804000,250,Entire home/apt,3,,,,,,,,,
565975147968501000,186,Entire home/apt,2,,,,,,,,,
565975949036921000,1022,Entire home/apt,2,,,,,,,,,
557358873333416000,266,Entire home/apt,2,,,,,,,,,
566061563266271000,250,Entire home/apt,2,,,,,,,,,
566341978404125000,229,Entire home/apt,2,,,,,,,,,
567025063862135000,423,Entire home/apt,3,,,,,,,,,
567338868653763000,621,Entire home/apt,2,,,,,,,,,
571134747113760000,197,Entire home/apt,30,,,,,,,,,
567463610202369000,100,Entire home/apt,2,,,,,,,,,
571143189538341000,458,Entire home/apt,1,,,,,,,,,
571248369087426000,542,Entire home/apt,3,,,,,,,,,
567638358448578000,261,Entire home/apt,30,,,,,,,,,
571578998793045000,136,Entire home/apt,2,,,,,,,,,
567741635622142000,259,Entire home/apt,2,,,,,,,,,
571747315167850000,220,Entire home/apt,3,,,,,,,,,
568234485846124000,122,Entire home/apt,30,,,,,,,,,
571945541569231000,291,Entire home/apt,14,,,,,,,,,
568327621077136000,134,Entire home/apt,1,,,,,,,,,
568364218886512000,178,Entire home/apt,2,,,,,,,,,
571987902449288000,148,Entire home/apt,2,,,,,,,,,
568416483750392000,80,Entire home/apt,1,,,,,,,,,
568785878947616000,328,Entire home/apt,2,,,,,,,,,
572464409786517000,331,Entire home/apt,1,,,,,,,,,
572579929807795000,103,Entire home/apt,30,,,,,,,,,
568854456739571000,127,Entire home/apt,2,,,,,,,,,
569111794071405000,346,Entire home/apt,3,,,,,,,,,
572746939029142000,424,Entire home/apt,2,,,,,,,,,
569128320090920000,80,Entire home/apt,30,,,,,,,,,
572958730472288000,194,Entire home/apt,2,,,,,,,,,
569214851700273000,125,Entire home/apt,1,,,,,,,,,
573531110357878000,237,Entire home/apt,2,,,,,,,,,
569265260341646000,135,Entire home/apt,30,,,,,,,,,
573783823728571000,230,Entire home/apt,2,,,,,,,,,
569481052902174000,127,Entire home/apt,2,,,,,,,,,
574172277686420000,202,Entire home/apt,1,,,,,,,,,
574187098011393000,140,Entire home/apt,1,,,,,,,,,
569493995003412000,250,Entire home/apt,2,,,,,,,,,
574640997487989000,284,Entire home/apt,2,,,,,,,,,
569567319415195000,149,Entire home/apt,1,,,,,,,,,
574641001657543000,314,Entire home/apt,2,,,,,,,,,
574641002471100000,305,Entire home/apt,2,,,,,,,,,
574641009601148000,346,Entire home/apt,3,,,,,,,,,
569756653399301000,321,Entire home/apt,2,,,,,,,,,
570069490374017000,312,Entire home/apt,2,,,,,,,,,
570423201210474000,94,Private room,1,,,,,,,,,
574641013167763000,250,Entire home/apt,2,,,,,,,,,
574641020147354000,204,Entire home/apt,2,,,,,,,,,
574641023788187000,251,Entire home/apt,2,,,,,,,,,
574641023996299000,273,Entire home/apt,2,,,,,,,,,
574641030802711000,187,Entire home/apt,2,,,,,,,,,
574641034520701000,210,Entire home/apt,2,,,,,,,,,
574641036672353000,355,Entire home/apt,2,,,,,,,,,
574641055915316000,273,Entire home/apt,3,,,,,,,,,
574641058832282000,201,Entire home/apt,2,,,,,,,,,
574641062282651000,197,Entire home/apt,2,,,,,,,,,
574641077110679000,199,Entire home/apt,2,,,,,,,,,
574641086068006000,189,Entire home/apt,2,,,,,,,,,
574641095532009000,201,Entire home/apt,2,,,,,,,,,
574641106939923000,225,Entire home/apt,2,,,,,,,,,
574641174115719000,254,Entire home/apt,2,,,,,,,,,
574671967214144000,467,Entire home/apt,3,,,,,,,,,
574677856758476000,326,Entire home/apt,1,,,,,,,,,
570525919937291000,125,Entire home/apt,6,,,,,,,,,
574695920523214000,366,Entire home/apt,2,,,,,,,,,
574695945113399000,198,Entire home/apt,2,,,,,,,,,
574695978353518000,228,Entire home/apt,3,,,,,,,,,
574696006135440000,196,Entire home/apt,2,,,,,,,,,
574696080741142000,229,Entire home/apt,2,,,,,,,,,
574696589230111000,371,Entire home/apt,2,,,,,,,,,
574696616844722000,197,Entire home/apt,2,,,,,,,,,
574696642682872000,196,Entire home/apt,2,,,,,,,,,
574697548137724000,381,Entire home/apt,2,,,,,,,,,
574697549256204000,214,Entire home/apt,2,,,,,,,,,
574698197242734000,271,Entire home/apt,3,,,,,,,,,
574698978990478000,286,Entire home/apt,2,,,,,,,,,
574701015907825000,133,Entire home/apt,2,,,,,,,,,
574701056356551000,196,Entire home/apt,2,,,,,,,,,
574701070113440000,290,Entire home/apt,6,,,,,,,,,
574701707639920000,191,Entire home/apt,2,,,,,,,,,
574703399342929000,671,Entire home/apt,2,,,,,,,,,
574703419186129000,163,Entire home/apt,2,,,,,,,,,
574705331520223000,307,Entire home/apt,2,,,,,,,,,
574709113376055000,156,Entire home/apt,3,,,,,,,,,
574814767964680000,35,Shared room,1,,,,,,,,,
574815167051859000,35,Shared room,1,,,,,,,,,
574815330875645000,35,Shared room,1,,,,,,,,,
574901128113326000,303,Entire home/apt,3,,,,,,,,,
574902531539600000,444,Entire home/apt,2,,,,,,,,,
574902542976755000,465,Entire home/apt,2,,,,,,,,,
574907845681738000,232,Entire home/apt,2,,,,,,,,,
574911615897578000,183,Entire home/apt,2,,,,,,,,,
575121528874846000,163,Entire home/apt,2,,,,,,,,,
578397269411721000,104,Entire home/apt,4,,,,,,,,,
575641448542344000,425,Entire home/apt,2,,,,,,,,,
576173292223647000,150,Entire home/apt,30,,,,,,,,,
578420504558283000,252,Entire home/apt,2,,,,,,,,,
576275438936218000,98,Entire home/apt,30,,,,,,,,,
578542318844948000,109,Private room,2,,,,,,,,,
576374601610910000,405,Entire home/apt,30,,,,,,,,,
578565795977105000,119,Private room,2,,,,,,,,,
576693343330828000,156,Entire home/apt,2,,,,,,,,,
576697298117182000,370,Entire home/apt,2,,,,,,,,,
578845523263526000,662,Entire home/apt,2,,,,,,,,,
576926372657274000,199,Entire home/apt,4,,,,,,,,,
579047577644668000,162,Entire home/apt,1,,,,,,,,,
579362581900442000,146,Entire home/apt,31,,,,,,,,,
577003129788108000,156,Entire home/apt,30,,,,,,,,,
577037407651375000,450,Entire home/apt,6,,,,,,,,,
579689381380964000,468,Entire home/apt,2,,,,,,,,,
579775965698705000,147,Entire home/apt,2,,,,,,,,,
577519039238280000,335,Entire home/apt,2,,,,,,,,,
577607865632471000,150,Entire home/apt,3,,,,,,,,,
579793494209880000,152,Entire home/apt,2,,,,,,,,,
579826895575259000,187,Entire home/apt,1,,,,,,,,,
578168013671831000,185,Entire home/apt,3,,,,,,,,,
578264391464592000,111,Entire home/apt,1,,,,,,,,,
579954725367552000,90,Entire home/apt,30,,,,,,,,,
578291809954611000,148,Entire home/apt,1,,,,,,,,,
580019133040019000,86,Private room,1,,,,,,,,,
580289769363996000,335,Entire home/apt,2,,,,,,,,,
580344197605587000,335,Entire home/apt,3,,,,,,,,,
578337903936257000,90,Entire home/apt,2,,,,,,,,,
580549286339572000,217,Entire home/apt,3,,,,,,,,,
580586785000151000,138,Entire home/apt,2,,,,,,,,,
590540974473611000,115,Entire home/apt,30,,,,,,,,,
591245610241300000,125,Entire home/apt,30,,,,,,,,,
591476386394150000,173,Entire home/apt,1,,,,,,,,,
581126763859088000,185,Entire home/apt,6,,,,,,,,,
581237094906321000,139,Entire home/apt,1,,,,,,,,,
591942023513256000,233,Entire home/apt,1,,,,,,,,,
581384543348316000,166,Entire home/apt,2,,,,,,,,,
592200400149997000,299,Entire home/apt,2,,,,,,,,,
592200448239529000,283,Entire home/apt,2,,,,,,,,,
592534389047585000,232,Entire home/apt,31,,,,,,,,,
592535146991262000,167,Entire home/apt,31,,,,,,,,,
592656177038749000,277,Entire home/apt,1,,,,,,,,,
581834877919006000,275,Entire home/apt,1,,,,,,,,,
581911734000141000,194,Entire home/apt,2,,,,,,,,,
592670037602590000,97,Entire home/apt,1,,,,,,,,,
582076538297321000,87,Private room,1,,,,,,,,,
